SessionId,Probability
1,7.0535155e-10
2,8.285665e-11
3,3.0032539e-09
4,2.4526516e-05
5,5.0767976e-09
6,9.2918035e-06
7,8.360782e-05
8,4.9333365e-05
9,2.402225e-05
10,2.0366439e-12
11,6.1142075e-08
12,9.663335e-08
13,7.835002e-08
14,3.868985e-09
15,0.022112345
16,9.866125e-05
17,4.9333365e-05
18,7.070561e-07
19,4.3127413e-05
20,8.328544e-10
21,1.4709692e-05
22,2.672851e-07
23,1.0975947e-06
24,2.6585984e-14
25,5.7442075e-11
26,1.07440194e-07
27,6.304321e-09
28,2.685407e-09
29,4.2347964e-10
30,0.00011736627
31,2.5723826e-10
32,7.841557e-10
33,3.0173194e-10
34,5.696166e-08
35,1.469133e-06
36,7.683054e-07
37,1.3005304e-10
38,5.5245035e-09
39,1.8670434e-06
40,8.933408e-12
41,1.5719291e-10
42,1.2444685e-06
43,3.969673e-06
44,3.5456298e-09
45,5.1826113e-08
46,2.4088056e-12
47,2.501704e-07
48,2.765945e-10
49,1.5084506e-08
50,2.3894606e-10
51,0.011260524
52,0.005508399
53,4.334094e-05
54,5.2202415e-07
55,5.539769e-07
56,6.1699925e-09
57,1.9394807e-05
58,4.429171e-05
59,0.00079639745
60,0.00010328121
61,5.4493365e-11
62,3.6882068e-07
63,0.0049834307
64,1.7102937e-07
65,1.9153705e-09
66,4.9215707e-08
67,4.9333365e-05
68,4.295008e-10
69,7.4600294e-08
70,1.5309833e-09
71,1.4232313e-08
72,7.520952e-11
73,5.8912666e-09
74,1.2444685e-06
75,4.6350315e-09
76,8.896463e-11
77,2.4819499e-06
78,2.309074e-09
79,1.3018565e-09
80,6.6167695e-06
81,7.873288e-09
82,6.4411085e-09
83,7.110912e-10
84,2.5692934e-10
85,1.0903466e-09
86,1.1795057e-09
87,0.17965305
88,3.8314946e-07
89,7.531076e-10
90,3.2727744e-08
91,8.751628e-10
92,1.19209e-09
93,8.7428065e-09
94,1.07689466e-07
95,1.9794519e-10
96,8.748229e-07
97,6.623795e-08
98,1.294542e-09
99,2.0518035e-08
100,0.00026582167
101,2.688019e-10
102,1.5966217e-06
103,3.8618392e-10
104,1.0727e-08
105,1.1345089e-07
106,5.825106e-07
107,4.3187073e-10
108,4.9479195e-07
109,6.220674e-05
110,1.3781282e-08
111,4.580336e-06
112,3.4246268e-06
113,2.566083e-08
114,2.3752937e-09
115,7.956199e-12
116,3.484749e-11
117,1.6101136e-08
118,2.01984e-07
119,1.0337532e-10
120,1.1101951e-05
121,9.838806e-07
122,9.368415e-09
123,4.9816453e-12
124,3.942105e-09
125,5.268058e-10
126,4.599504e-06
127,2.0768618e-11
128,6.76302e-13
129,1.5973429e-08
130,2.7590492e-09
131,2.0868103e-07
132,3.1689073e-08
133,0.0005517864
134,1.4907877e-06
135,2.1325206e-06
136,1.7689153e-10
137,4.9333365e-05
138,4.6845024e-08
139,9.376742e-10
140,5.9267663e-10
141,9.945671e-07
142,3.1119087e-06
143,4.7548252e-07
144,9.656987e-10
145,1.0497001e-10
146,4.136436e-06
147,8.9078585e-06
148,5.45606e-13
149,1.194699e-12
150,2.2014571e-08
151,3.9277697e-09
152,6.187471e-05
153,2.1756732e-11
154,3.4917816e-06
155,0.0002853299
156,1.7526077e-06
157,1.9377019e-06
158,0.00719839
159,3.871473e-09
160,2.672194e-09
161,9.859905e-08
162,3.4218207e-08
163,5.126247e-09
164,2.2004506e-11
165,2.0304439e-10
166,4.746163e-08
167,1.5439816e-06
168,7.327889e-08
169,3.968758e-07
170,0.22801696
171,6.0878563e-10
172,1.7918605e-10
173,9.607787e-10
174,4.6073924e-07
175,1.0420966e-08
176,1.0903532e-06
177,1.0645657e-07
178,3.185577e-09
179,0.015287478
180,0.0009366816
181,2.8530067e-09
182,2.2877032e-06
183,0.00014591837
184,3.2770228e-07
185,1.9369738e-08
186,1.342374e-06
187,0.00010058971
188,1.6478344e-08
189,2.3751243e-05
190,6.495268e-09
191,7.460752e-09
192,2.3464534e-05
193,4.6920494e-08
194,8.7281893e-10
195,6.3402688e-09
196,3.6693112e-07
197,9.220177e-10
198,8.204132e-10
199,1.4409885e-12
200,1.2426855e-09
201,6.279213e-07
202,3.411827e-10
203,2.5406897e-12
204,5.5136606e-09
205,1.3615846e-07
206,1.1003737e-07
207,1.6949294e-08
208,0.00020899961
209,3.2011615e-14
210,8.221546e-06
211,1.095331e-08
212,7.3937834e-10
213,8.439079e-08
214,2.5507266e-08
215,1.8351415e-07
216,3.373186e-06
217,1.8248787e-10
218,2.465562e-08
219,1.2429024e-07
220,4.758581e-08
221,5.4214877e-07
222,1.7902043e-07
223,3.783444e-05
224,1.9551473e-07
225,1.4648512e-08
226,1.7892162e-07
227,1.9369072e-08
228,2.329928e-10
229,4.6350315e-09
230,1.9093302e-09
231,0.0024570671
232,3.248712e-08
233,2.3478623e-09
234,3.136455e-11
235,7.4199406e-08
236,1.0750466e-09
237,1.0387505e-05
238,5.7566713e-06
239,1.0373669e-08
240,6.186549e-09
241,1.2395908e-06
242,3.2457476e-06
243,1.9526988e-11
244,4.2081294e-07
245,0.0012222416
246,4.2097742e-10
247,1.1844323e-08
248,2.2823476e-08
249,3.4589742e-12
250,2.1831742e-07
251,8.258488e-09
252,2.9053025e-08
253,0.004610533
254,3.8290444e-11
255,0.00079639745
256,3.978521e-09
257,6.03123e-08
258,6.8217435e-07
259,0.00022004796
260,2.1755693e-07
261,6.9152485e-08
262,2.2464495e-07
263,8.986785e-11
264,1.704331e-06
265,2.85384e-05
266,9.06723e-10
267,1.1011842e-07
268,2.8034883e-08
269,2.9318599e-09
270,2.4157243e-09
271,2.3257762e-10
272,4.558016e-07
273,6.329179e-08
274,8.285665e-11
275,2.0219309e-07
276,3.932704e-08
277,3.6229533e-06
278,4.1966855e-06
279,0.99999547
280,1.35836755e-08
281,9.907492e-07
282,1.4271212e-08
283,4.6126857e-08
284,4.3643777e-06
285,1.7310911e-06
286,2.260093e-09
287,2.4622418e-10
288,3.8238135e-10
289,2.3472907e-08
290,1.8141734e-09
291,2.9292745e-11
292,2.7880973e-09
293,0.00020112016
294,6.6915606e-10
295,1.9353605e-07
296,1.6077843e-08
297,3.6223412e-08
298,7.33932e-11
299,5.532536e-10
300,3.5924522e-08
301,4.0820787e-08
302,2.0818849e-09
303,1.9767531e-11
304,0.00028719532
305,3.0402083e-07
306,7.5734096e-07
307,6.9845626e-08
308,1.11814984e-07
309,6.400343e-07
310,4.9052638e-08
311,2.9470637e-10
312,1.2574395e-09
313,6.6205615e-07
314,3.156716e-07
315,1.09001235e-08
316,1.6383993e-10
317,5.7886224e-05
318,4.1239607e-09
319,2.956525e-08
320,4.2005566e-11
321,2.8360315e-05
322,5.745866e-06
323,8.075865e-06
324,4.9333365e-05
325,0.0017979641
326,2.3153385e-11
327,9.1091846e-07
328,2.646356e-06
329,1.8306892e-07
330,3.8472012e-10
331,0.00049120444
332,2.858085e-07
333,0.030901058
334,2.4803316e-05
335,5.5424164e-07
336,3.091835e-06
337,6.1733127e-16
338,3.9994745e-09
339,1.4356495e-09
340,2.1619362e-06
341,1.1612003e-11
342,0.0006873777
343,1.1759008e-06
344,2.0694802e-06
345,7.637818e-07
346,7.417821e-11
347,1.905525e-05
348,8.7454845e-07
349,4.9333365e-05
350,4.6919355e-05
351,1.7913568e-08
352,4.234443e-09
353,0.00034467885
354,5.0091238e-08
355,1.7759204e-06
356,6.284455e-08
357,2.0813704e-07
358,2.3764402e-09
359,9.4373735e-09
360,2.189464e-08
361,0.076961055
362,9.748525e-09
363,9.330214e-10
364,2.6076865e-08
365,1.7613842e-06
366,2.9826529e-06
367,1.2655819e-09
368,3.8763734e-05
369,1.7809019e-07
370,7.7960277e-10
371,4.5002627e-10
372,1.04129094e-10
373,3.939998e-06
374,1.3043344e-09
375,5.267269e-07
376,1.1571924e-06
377,1.3512091e-09
378,8.9116907e-07
379,4.4035126e-08
380,5.455974e-10
381,3.36688e-09
382,5.3571276e-09
383,1.2983179e-09
384,0.0033958422
385,3.4833792e-07
386,1.8562398e-08
387,8.9876e-06
388,2.4477725e-10
389,1.5357408e-10
390,7.828597e-05
391,1.7982991e-08
392,1.0094454e-05
393,2.9822755e-07
394,5.560089e-08
395,1.1509443e-08
396,2.3587933e-08
397,8.090621e-08
398,1.186028e-06
399,1.1661099e-05
400,5.1859907e-09
401,1.059783e-10
402,1.7905664e-07
403,1.4665389e-09
404,4.9350142e-11
405,6.0043885e-07
406,4.434073e-08
407,8.603884e-08
408,1.1850921e-08
409,2.8173536e-06
410,2.7762024e-11
411,3.6151608e-09
412,2.573981e-06
413,1.9980452e-07
414,8.000833e-12
415,3.3393752e-07
416,1.5016734e-07
417,9.4030375e-09
418,4.3008185e-05
419,5.31988e-09
420,3.7636456e-11
421,7.297622e-08
422,2.7826695e-07
423,1.6317177e-08
424,5.373438e-05
425,1.16001594e-07
426,2.5633249e-06
427,0.0001480313
428,1.8975177e-06
429,4.46631e-08
430,1.3550786e-08
431,1.6692844e-07
432,1.66022e-08
433,0.0002596727
434,1.2388269e-07
435,9.1930635e-10
436,1.780496e-07
437,0.6181926
438,5.2794265e-13
439,1.2644712e-06
440,4.6215536e-07
441,4.939442e-05
442,9.310511e-06
443,8.285665e-11
444,1.2930089e-10
445,1.0478848e-08
446,5.9204193e-09
447,1.2696193e-05
448,2.06235e-06
449,1.5075888e-05
450,2.2104176e-07
451,8.309372e-06
452,6.562855e-06
453,1.4887047e-09
454,7.495283e-09
455,8.447618e-11
456,3.6989253e-08
457,8.336467e-08
458,4.6587164e-07
459,1.0427894e-06
460,1.5952016e-09
461,1.2395118e-08
462,2.9957793e-11
463,1.5451201e-09
464,4.380653e-06
465,1.8552885e-07
466,8.606637e-09
467,6.375487e-07
468,2.3138914e-10
469,5.2733284e-09
470,8.0281075e-05
471,4.989838e-07
472,7.834852e-12
473,0.004025561
474,1.8823997e-07
475,4.4457906e-06
476,5.209216e-05
477,1.3514488e-09
478,4.496192e-08
479,0.00013126992
480,1.1627945e-10
481,3.581246e-08
482,4.3124349e-10
483,5.071356e-07
484,2.4716375e-05
485,8.88091e-07
486,7.868874e-09
487,3.6517768e-11
488,8.871582e-06
489,1.771607e-07
490,1.1720296e-08
491,0.013177914
492,0.17267452
493,0.00013946668
494,5.5173217e-09
495,1.6327694e-09
496,2.274667e-07
497,6.069127e-08
498,1.611235e-08
499,4.8421245e-09
500,1.3415336e-08
501,3.3768632e-08
502,1.3124988e-07
503,4.46445e-07
504,0.00025364972
505,1.0337532e-10
506,8.131088e-06
507,3.6834936e-06
508,2.570798e-10
509,1.8984025e-10
510,8.447618e-11
511,4.1536174e-07
512,2.3153385e-11
513,0.89913434
514,1.9773502e-06
515,6.476263e-10
516,2.3140403e-07
517,5.1736687e-10
518,4.3408107e-08
519,7.367845e-08
520,4.979959e-07
521,4.906658e-08
522,1.0086322e-06
523,0.0023264128
524,1.2142357e-07
525,8.5412527e-10
526,4.466101e-05
527,0.00016030672
528,0.09439802
529,1.5053563e-10
530,8.587224e-05
531,1.2444685e-06
532,2.5020023e-07
533,7.4140615e-07
534,1.0205742e-05
535,7.1537975e-12
536,1.3571989e-09
537,4.3127413e-05
538,2.9377205e-09
539,3.192629e-07
540,0.00011895358
541,1.0193875e-06
542,2.5313773e-06
543,8.7773685e-07
544,3.0230471e-09
545,2.8194476e-15
546,1.8978695e-07
547,1.7783469e-10
548,2.5615794e-08
549,3.7106673e-09
550,3.4603258e-06
551,3.370484e-07
552,1.5326032e-11
553,4.9770155e-10
554,7.647823e-05
555,3.701333e-11
556,0.033896215
557,1.0440065e-06
558,1.1191649e-05
559,2.058313e-09
560,9.616715e-10
561,4.4485368e-10
562,2.0753094e-11
563,0.0024594434
564,0.98591286
565,2.9467608e-07
566,9.3608286e-08
567,0.9998739
568,2.0325082e-11
569,4.4797678e-05
570,1.8760048e-08
571,2.2934111e-05
572,1.8560867e-09
573,9.178732e-10
574,3.200376e-09
575,3.1839913e-09
576,1.504694e-09
577,0.00032842046
578,3.2924217e-12
579,2.885081e-06
580,3.767097e-09
581,2.7803294e-12
582,5.582648e-12
583,1.6138367e-12
584,2.093057e-09
585,5.8662515e-09
586,8.1091067e-10
587,8.7307285e-08
588,1.0337532e-10
589,4.3390022e-10
590,7.892579e-09
591,7.3994864e-09
592,8.99645e-09
593,2.9110805e-07
594,3.6913677e-09
595,1.2444685e-06
596,4.0324792e-07
597,2.9602252e-09
598,2.7417963e-08
599,7.8680756e-10
600,1.0746393e-08
601,2.0922045e-07
602,1.3383722e-08
603,2.7962227e-10
604,4.209682e-08
605,9.1635535e-09
606,6.2931127e-09
607,5.350829e-07
608,6.031851e-08
609,1.5567517e-09
610,1.5123979e-07
611,4.9552913e-08
612,0.009121279
613,2.649882e-09
614,9.951359e-10
615,0.00019014644
616,6.828051e-06
617,7.142127e-08
618,2.9637235e-06
619,1.8212486e-10
620,2.0008732e-09
621,2.7785058e-08
622,5.626793e-07
623,3.0713437e-07
624,3.3725765e-08
625,2.032992e-08
626,1.541013e-07
627,3.7602794e-07
628,0.0002853299
629,2.2290993e-05
